frame	slot	y	0730	0740	0750	0760	0770	0780	0790	07A0	07B0	07C0	07D0	07E0	07F0
38	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
38	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
38	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
38	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
38	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
38	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
38	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
38	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
38	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
38	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
38	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
38	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
38	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
38	00	1F	04	41	00	00	00	00	00	00	00	00	00	00	00
38	00	25	04	41	00	00	00	00	00	00	00	00	00	00	00
38	00	27	04	41	00	00	00	00	00	00	00	00	00	00	00
38	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
38	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
38	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
38	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
38	00	35	04	41	00	00	00	00	00	00	00	00	00	00	00
38	00	39	04	41	00	00	00	00	00	00	00	00	00	00	00
38	00	40	04	41	00	00	00	00	00	00	00	00	00	00	00
39	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
39	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
39	00	1F	04	41	00	00	00	00	00	00	00	00	00	00	00
39	00	25	04	41	00	00	00	00	00	00	00	00	00	00	00
39	00	27	04	41	00	00	00	00	00	00	00	00	00	00	00
39	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
39	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
39	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
39	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
39	00	35	04	41	00	00	00	00	00	00	00	00	00	00	00
39	00	39	04	41	00	00	00	00	00	00	00	00	00	00	00
39	00	40	04	41	00	00	00	00	00	00	00	00	00	00	00
40	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
40	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
40	00	1F	04	41	00	00	00	00	00	00	00	00	00	00	00
40	00	25	04	41	00	00	00	00	00	00	00	00	00	00	00
40	00	27	04	41	00	00	00	00	00	00	00	00	00	00	00
40	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
40	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
40	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
40	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
40	00	35	04	41	00	00	00	00	00	00	00	00	00	00	00
40	00	39	04	41	00	00	00	00	00	00	00	00	00	00	00
40	00	40	04	41	00	00	00	00	00	00	00	00	00	00	00
41	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
41	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
41	00	1F	04	41	00	00	00	00	00	00	00	00	00	00	00
41	00	25	04	41	00	00	00	00	00	00	00	00	00	00	00
41	00	27	04	41	00	00	00	00	00	00	00	00	00	00	00
41	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
41	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
41	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
41	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
41	00	35	04	41	00	00	00	00	00	00	00	00	00	00	00
41	00	39	04	41	00	00	00	00	00	00	00	00	00	00	00
41	00	40	04	41	00	00	00	00	00	00	00	00	00	00	00
42	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
42	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
42	00	1F	04	41	00	00	00	00	00	00	00	00	00	00	00
42	00	25	04	41	00	00	00	00	00	00	00	00	00	00	00
42	00	27	04	41	00	00	00	00	00	00	00	00	00	00	00
42	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
42	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
42	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
42	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
42	00	35	04	41	00	00	00	00	00	00	00	00	00	00	00
42	00	39	04	41	00	00	00	00	00	00	00	00	00	00	00
42	00	40	04	41	00	00	00	00	00	00	00	00	00	00	00
43	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
43	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
43	00	1F	04	41	00	00	00	00	00	00	00	00	00	00	00
43	00	25	04	41	00	00	00	00	00	00	00	00	00	00	00
43	00	27	04	41	00	00	00	00	00	00	00	00	00	00	00
43	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
43	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
43	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
43	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
43	00	35	04	41	00	00	00	00	00	00	00	00	00	00	00
43	00	39	04	41	00	00	00	00	00	00	00	00	00	00	00
43	00	40	04	41	00	00	00	00	00	00	00	00	00	00	00
44	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
44	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
44	00	1F	04	41	00	00	00	00	00	00	00	00	00	00	00
44	00	25	04	41	00	00	00	00	00	00	00	00	00	00	00
44	00	27	04	41	00	00	00	00	00	00	00	00	00	00	00
44	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
44	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
44	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
44	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
44	00	35	04	41	00	00	00	00	00	00	00	00	00	00	00
44	00	39	04	41	00	00	00	00	00	00	00	00	00	00	00
44	00	40	04	41	00	00	00	00	00	00	00	00	00	00	00
46	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
46	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
46	00	1F	04	41	00	00	00	00	00	00	00	00	00	00	00
46	00	25	04	41	00	00	00	00	00	00	00	00	00	00	00
46	00	27	04	41	00	00	00	00	00	00	00	00	00	00	00
46	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
46	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
46	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
46	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
46	00	35	04	41	00	00	00	00	00	00	00	00	00	00	00
46	00	39	04	41	00	00	00	00	00	00	00	00	00	00	00
46	00	40	04	41	00	00	00	00	00	00	00	00	00	00	00
47	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
47	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
47	00	1F	04	41	00	00	00	00	00	00	00	00	00	00	00
47	00	25	04	41	00	00	00	00	00	00	00	00	00	00	00
47	00	27	04	41	00	00	00	00	00	00	00	00	00	00	00
47	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
47	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
47	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
47	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
47	00	35	04	41	00	00	00	00	00	00	00	00	00	00	00
47	00	39	04	41	00	00	00	00	00	00	00	00	00	00	00
47	00	40	04	41	00	00	00	00	00	00	00	00	00	00	00
49	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
49	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
49	00	1F	04	41	00	00	00	00	00	00	00	00	00	00	00
49	00	25	04	41	00	00	00	00	00	00	00	00	00	00	00
49	00	27	04	41	00	00	00	00	00	00	00	00	00	00	00
49	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
49	00	2D	04	41	00	00	00	00	00	00	00	00	00	00	00
49	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
49	00	31	04	41	00	00	00	00	00	00	00	00	00	00	00
49	00	35	04	41	00	00	00	00	00	00	00	00	00	00	00
49	00	39	04	41	00	00	00	00	00	00	00	00	00	00	00
49	00	40	04	41	00	00	00	00	00	00	00	00	00	00	00
50	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
50	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
50	01	1F	DD	C1	00	00	00	00	00	00	00	00	00	00	00
50	01	25	DD	C1	00	00	00	00	00	00	00	00	00	00	00
50	01	27	DD	C1	00	00	00	00	00	00	00	00	00	00	00
50	01	2D	DD	C1	00	00	00	00	00	00	00	00	00	00	00
50	01	2D	DD	C1	00	00	00	00	00	00	00	00	00	00	00
50	01	31	DD	C1	00	00	00	00	00	00	00	00	00	00	00
50	01	31	DD	C1	00	00	00	00	00	00	00	00	00	00	00
50	01	35	DD	C1	00	00	00	00	00	00	00	00	00	00	00
50	01	39	DD	C1	00	00	00	00	00	00	00	00	00	00	00
50	01	40	DD	C1	00	00	00	00	00	00	00	00	00	00	00
51	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
51	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
51	01	1F	DD	C1	00	00	00	00	00	00	00	00	00	00	00
51	01	25	DD	C1	00	00	00	00	00	00	00	00	00	00	00
51	01	27	DD	C1	00	00	00	00	00	00	00	00	00	00	00
51	01	2D	DD	C1	00	00	00	00	00	00	00	00	00	00	00
51	01	2D	DD	C1	00	00	00	00	00	00	00	00	00	00	00
51	01	31	DD	C1	00	00	00	00	00	00	00	00	00	00	00
51	01	31	DD	C1	00	00	00	00	00	00	00	00	00	00	00
51	01	35	DD	C1	00	00	00	00	00	00	00	00	00	00	00
51	01	39	DD	C1	00	00	00	00	00	00	00	00	00	00	00
51	01	40	DD	C1	00	00	00	00	00	00	00	00	00	00	00
53	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	C7	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
53	02	CF	07	40	00	00	00	00	00	00	00	00	00	00	00
53	01	1F	DD	C1	00	00	00	00	00	00	00	00	00	00	00
53	01	25	DD	C1	00	00	00	00	00	00	00	00	00	00	00
53	01	27	DD	C1	00	00	00	00	00	00	00	00	00	00	00
53	01	2D	DD	C1	00	00	00	00	00	00	00	00	00	00	00
53	01	2D	DD	C1	00	00	00	00	00	00	00	00	00	00	00
53	01	31	DD	C1	00	00	00	00	00	00	00	00	00	00	00
53	01	31	DD	C1	00	00	00	00	00	00	00	00	00	00	00
53	01	35	DD	C1	00	00	00	00	00	00	00	00	00	00	00
53	01	39	DD	C1	00	00	00	00	00	00	00	00	00	00	00
53	01	40	DD	C1	00	00	00	00	00	00	00	00	00	00	00
60	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
60	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
60	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
60	02	B7	07	40	00	00	00	00	00	00	00	00	00	00	00
60	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
60	02	BF	07	40	00	00	00	00	00	00	00	00	00	00	00
